,I,V
0,0.0,0.0003278954
1,5e-08,-0.006429616
2,1e-07,-0.01312114
3,1.5e-07,-0.01975432
4,2e-07,-0.0263162
5,2.5e-07,-0.03416576
6,3e-07,-0.03974755
7,3.5e-07,-0.0452499
8,4e-07,-0.05276765
9,4.5e-07,-0.05951338
10,5e-07,-0.06683129
11,5.5e-07,-0.07353509
12,6e-07,-0.07978201
13,6.499999999999999e-07,-0.08677259
14,7e-07,-0.09395757
15,7.5e-07,-0.1013851
16,8e-07,-0.1088571
17,8.499999999999999e-07,-0.1165262
18,9e-07,-0.1247721
19,9.5e-07,-0.1330035
20,1e-06,-0.1415084
21,1e-06,-0.1413861
22,9.5e-07,-0.1327039
23,9e-07,-0.1243722
24,8.499999999999999e-07,-0.11634
25,8e-07,-0.1085745
26,7.5e-07,-0.1011494
27,7e-07,-0.09387432
28,6.499999999999999e-07,-0.07781229
29,6e-07,-0.07278295
30,5.5e-07,-0.06732522
31,5e-07,-0.06154466
32,4.4999999999999993e-07,-0.05568469
33,4e-07,-0.04972877
34,3.5000000000000004e-07,-0.04376281
35,3e-07,-0.0376177
36,2.4999999999999994e-07,-0.03144639
37,2e-07,-0.02524744
38,1.5000000000000005e-07,-0.01896394
39,1e-07,-0.01270484
40,4.9999999999999945e-08,-0.006277706
41,0.0,0.0003166583
42,-4.9999999999999945e-08,0.00705501
43,-1.000000000000001e-07,0.01395639
44,-1.5000000000000005e-07,0.02097751
45,-2e-07,0.02817685
46,-2.4999999999999994e-07,0.03554928
47,-2.999999999999999e-07,0.04301599
48,-3.5000000000000004e-07,0.05075519
49,-4e-07,0.0586824
50,-4.4999999999999993e-07,0.06666922
51,-5.000000000000001e-07,0.07502598
52,-5.5e-07,0.08350501
53,-6e-07,0.09207243
54,-6.499999999999999e-07,0.1014777
55,-6.999999999999999e-07,0.1104294
56,-7.5e-07,0.1198229
57,-8e-07,0.129043
58,-8.499999999999999e-07,0.1384122
59,-9.000000000000001e-07,0.1488611
60,-9.5e-07,0.1588008
61,-1e-06,0.1693131
62,-1e-06,0.1692932
63,-9.5e-07,0.1589698
64,-9e-07,0.1489139
65,-8.499999999999999e-07,0.1391344
66,-8e-07,0.1293146
67,-7.5e-07,0.11939
68,-7e-07,0.1099477
69,-6.499999999999999e-07,0.1013383
70,-6e-07,0.0926516
71,-5.5e-07,0.08396164
72,-5e-07,0.07558802
73,-4.4999999999999993e-07,0.06728696
74,-4e-07,0.05913832
75,-3.5000000000000004e-07,0.05136464
76,-3e-07,0.0436817
77,-2.4999999999999994e-07,0.03603746
78,-2e-07,0.0286766
79,-1.5000000000000005e-07,0.02138611
80,-1e-07,0.01420279
81,-4.9999999999999945e-08,0.007218458
82,0.0,0.0003225833
