,I,V
0,0.0,-0.0001665389
1,5e-08,0.003288568
2,1e-07,0.006651406
3,1.5e-07,0.01002487
4,2e-07,0.01337362
5,2.5e-07,0.01668488
6,3e-07,0.01999837
7,3.5e-07,0.02335406
8,4e-07,0.02674357
9,4.5e-07,0.03012162
10,5e-07,0.03355342
11,5.5e-07,0.037208
12,6e-07,0.04082224
13,6.499999999999999e-07,0.04453668
14,7e-07,0.04822244
15,7.5e-07,0.0520005
16,8e-07,0.05595934
17,8.499999999999999e-07,0.05985705
18,9e-07,0.06397535
19,9.5e-07,0.06818138
20,1e-06,0.07243748
21,1e-06,0.07256401
22,9.5e-07,0.06795675
23,9e-07,0.06390171
24,8.499999999999999e-07,0.05976345
25,8e-07,0.0558438
26,7.5e-07,0.05200153
27,7e-07,0.04821578
28,6.499999999999999e-07,0.04442239
29,6e-07,0.04066199
30,5.5e-07,0.03718461
31,5e-07,0.03356731
32,4.4999999999999993e-07,0.03031357
33,4e-07,0.02691681
34,3.5000000000000004e-07,0.02347643
35,3e-07,0.02013147
36,2.4999999999999994e-07,0.01677364
37,2e-07,0.01339547
38,1.5000000000000005e-07,0.01010292
39,1e-07,0.006737521
40,4.9999999999999945e-08,0.003312165
41,0.0,-0.0001712379
42,-4.9999999999999945e-08,-0.003710832
43,-1.000000000000001e-07,-0.007384559
44,-1.5000000000000005e-07,-0.01108853
45,-2e-07,-0.01494246
46,-2.4999999999999994e-07,-0.0189102
47,-2.999999999999999e-07,-0.02305395
48,-3.5000000000000004e-07,-0.02707859
49,-4e-07,-0.0313965
50,-4.4999999999999993e-07,-0.03587727
51,-5.000000000000001e-07,-0.04043269
52,-5.5e-07,-0.04512256
53,-6e-07,-0.04997486
54,-6.499999999999999e-07,-0.05507303
55,-6.999999999999999e-07,-0.06048566
56,-7.5e-07,-0.06593475
57,-8e-07,-0.07143403
58,-8.499999999999999e-07,-0.07715067
59,-9.000000000000001e-07,-0.08313061
60,-9.5e-07,-0.08958565
61,-1e-06,-0.09601137
62,-1e-06,-0.09554096
63,-9.5e-07,-0.08898549
64,-9e-07,-0.08269615
65,-8.499999999999999e-07,-0.07676642
66,-8e-07,-0.0709876
67,-7.5e-07,-0.06555352
68,-7e-07,-0.06014489
69,-6.499999999999999e-07,-0.05491308
70,-6e-07,-0.04981019
71,-5.5e-07,-0.04496156
72,-5e-07,-0.04020774
73,-4.4999999999999993e-07,-0.03577663
74,-4e-07,-0.03147821
75,-3.5000000000000004e-07,-0.02703505
76,-3e-07,-0.02289262
77,-2.4999999999999994e-07,-0.01881284
78,-2e-07,-0.0148689
79,-1.5000000000000005e-07,-0.01104726
80,-1e-07,-0.007328378
81,-4.9999999999999945e-08,-0.003679167
82,0.0,-0.0002071969
