,I,V
0,0.0,0.0002787584
1,5e-08,0.007877131
2,1e-07,0.01554077
3,1.5e-07,0.02319389
4,2e-07,0.03092068
5,2.5e-07,0.03868169
6,3e-07,0.04648711
7,3.5e-07,0.05434484
8,4e-07,0.06224063
9,4.5e-07,0.07036278
10,5e-07,0.07836759
11,5.5e-07,0.08645985
12,6e-07,0.09476849
13,6.499999999999999e-07,0.1031788
14,7e-07,0.1117959
15,7.5e-07,0.1201135
16,8e-07,0.1288492
17,8.499999999999999e-07,0.1377641
18,9e-07,0.1467535
19,9.5e-07,0.1557716
20,1e-06,0.165455
21,1e-06,0.1656583
22,9.5e-07,0.1562251
23,9e-07,0.1469326
24,8.499999999999999e-07,0.1378739
25,8e-07,0.1289953
26,7.5e-07,0.1203851
27,7e-07,0.1116758
28,6.499999999999999e-07,0.1032179
29,6e-07,0.09477208
30,5.5e-07,0.08647889
31,5e-07,0.07822914
32,4.4999999999999993e-07,0.07014598
33,4e-07,0.06224589
34,3.5000000000000004e-07,0.05433512
35,3e-07,0.04651654
36,2.4999999999999994e-07,0.03866308
37,2e-07,0.0308978
38,1.5000000000000005e-07,0.02320075
39,1e-07,0.0155275
40,4.9999999999999945e-08,0.007884588
41,0.0,0.000280393
42,-4.9999999999999945e-08,-0.007295591
43,-1.000000000000001e-07,-0.01483163
44,-1.5000000000000005e-07,-0.02236971
45,-2e-07,-0.02981238
46,-2.4999999999999994e-07,-0.03727967
47,-2.999999999999999e-07,-0.04460812
48,-3.5000000000000004e-07,-0.05202282
49,-4e-07,-0.0593156
50,-4.4999999999999993e-07,-0.0668446
51,-5.000000000000001e-07,-0.07413436
52,-5.5e-07,-0.0813773
53,-6e-07,-0.08854803
54,-6.499999999999999e-07,-0.09578827
55,-6.999999999999999e-07,-0.1029281
56,-7.5e-07,-0.1103477
57,-8e-07,-0.1173069
58,-8.499999999999999e-07,-0.124533
59,-9.000000000000001e-07,-0.1317175
60,-9.5e-07,-0.1386157
61,-1e-06,-0.1458522
62,-1e-06,-0.1459906
63,-9.5e-07,-0.1390174
64,-9e-07,-0.1318889
65,-8.499999999999999e-07,-0.1249026
66,-8e-07,-0.1179041
67,-7.5e-07,-0.1107679
68,-7e-07,-0.1033762
69,-6.499999999999999e-07,-0.09638817
70,-6e-07,-0.0889833
71,-5.5e-07,-0.08153707
72,-5e-07,-0.07456216
73,-4.4999999999999993e-07,-0.06689069
74,-4e-07,-0.05996992
75,-3.5000000000000004e-07,-0.05227086
76,-3e-07,-0.04475963
77,-2.4999999999999994e-07,-0.03732144
78,-2e-07,-0.02987817
79,-1.5000000000000005e-07,-0.02243041
80,-1e-07,-0.0148919
81,-4.9999999999999945e-08,-0.007291606
82,0.0,0.0002837641
