,I,V
0,0.0,-6.282702e-06
1,1e-08,-0.03660915
2,2e-08,-0.0734481
3,3.0000000000000004e-08,-0.1104403
4,4e-08,-0.1474295
5,5e-08,-0.1846723
6,6.000000000000001e-08,-0.2222621
7,7e-08,-0.2593518
8,8e-08,-0.2966954
9,9e-08,-0.3341676
10,1e-07,-0.3715084
11,1e-07,-0.3714482
12,9e-08,-0.3340934
13,8e-08,-0.2967702
14,6.999999999999999e-08,-0.2593712
15,6e-08,-0.222041
16,5e-08,-0.1847197
17,3.999999999999999e-08,-0.147559
18,2.999999999999999e-08,-0.1104767
19,1.9999999999999994e-08,-0.07348294
20,9.999999999999997e-09,-0.03662529
21,0.0,0.0001339865
22,-1.000000000000001e-08,0.03681247
23,-2.000000000000002e-08,0.07383929
24,-3.0000000000000004e-08,0.1109282
25,-4.0000000000000014e-08,0.1480708
26,-5e-08,0.1852667
27,-6.000000000000001e-08,0.2227066
28,-7.000000000000002e-08,0.2597767
29,-8e-08,0.2970775
30,-9.000000000000001e-08,0.3344192
31,-1e-07,0.3718253
32,-1e-07,0.3717932
33,-9e-08,0.3345045
34,-8e-08,0.2970922
35,-6.999999999999999e-08,0.259778
36,-6e-08,0.2225362
37,-5e-08,0.1852482
38,-3.999999999999999e-08,0.1480615
39,-2.999999999999999e-08,0.1109488
40,-1.9999999999999994e-08,0.07387827
41,-9.999999999999997e-09,0.0368943
42,0.0,-7.406226e-06
