,I,V
0,0.0,0.0001590187
1,1e-08,0.005462736
2,2e-08,0.01081568
3,3.0000000000000004e-08,0.0161825
4,4e-08,0.02156356
5,5e-08,0.0269636
6,6.000000000000001e-08,0.03238385
7,7e-08,0.03780109
8,8e-08,0.04323429
9,9e-08,0.04868828
10,1e-07,0.05413115
11,1e-07,0.05413306
12,9e-08,0.04868927
13,8e-08,0.04323595
14,6.999999999999999e-08,0.03779881
15,6e-08,0.03238038
16,5e-08,0.02696452
17,3.999999999999999e-08,0.0215607
18,2.999999999999999e-08,0.016182
19,1.9999999999999994e-08,0.01081568
20,9.999999999999997e-09,0.005463039
21,0.0,0.0001377694
22,-1.000000000000001e-08,-0.005167364
23,-2.000000000000002e-08,-0.0105006
24,-3.0000000000000004e-08,-0.01589216
25,-4.0000000000000014e-08,-0.02127331
26,-5e-08,-0.02668805
27,-6.000000000000001e-08,-0.03212142
28,-7.000000000000002e-08,-0.03755556
29,-8e-08,-0.04300771
30,-9.000000000000001e-08,-0.04846691
31,-1e-07,-0.05392199
32,-1e-07,-0.05391362
33,-9e-08,-0.04846822
34,-8e-08,-0.04301056
35,-6.999999999999999e-08,-0.0375573
36,-6e-08,-0.03212459
37,-5e-08,-0.02668825
38,-3.999999999999999e-08,-0.02128167
39,-2.999999999999999e-08,-0.01589256
40,-1.9999999999999994e-08,-0.01052133
41,-9.999999999999997e-09,-0.005169204
42,0.0,0.0001576908
